player_id,bet_frequency,stake_variance,chasing_ratio,session_duration_avg,loss_streak_response,deposit_frequency,time_of_day_skew,withdrawal_ratio,self_excl_attempts,total_bet_amd,total_deposit,total_withdrawal,risk_level,risk_label
P00019,4.394,142.2,1.234,16.07,1.0,0.833,0.0,0.462,0,27454,13000,6000.0,recreational,0
P00020,35.972,1602.5,1.466,33.948,1.3,2.333,0.075,1.281,0,1877403,221000,283000.0,regular,0
P00021,0.894,745.1,1.566,14.275,1.0,0.167,0.0,0.0,0,40500,7000,0.0,recreational,0
P00022,5.406,140.9,1.445,14.7,1.938,0.667,0.122,0.4,0,34210,15000,6000.0,recreational,0
P00023,2.489,1653.7,1.055,13.495,0.562,0.167,0.031,1.12,0,222200,25000,28000.0,recreational,0
P00024,89.794,7318.6,1.984,70.309,1.9,1.167,0.26,0.0,0,10466585,170000,0.0,at_risk,1
P00025,3.889,951.9,1.37,16.121,1.0,0.167,0.08,4.0,0,171500,9000,36000.0,recreational,0
P00026,4.356,113.3,1.237,12.893,1.0,0.167,0.107,1.0,0,24400,9000,9000.0,recreational,0
P00027,3.228,1481.4,1.253,15.633,1.0,0.5,0.036,0.639,0,245400,108000,69000.0,recreational,0
P00028,0.117,115.5,1.0,7.616,1.0,0.167,0.0,0.0,0,800,3000,0.0,recreational,0
P00029,0.506,975.1,0.915,18.046,1.0,0.167,0.0,0.0,0,23900,10000,0.0,recreational,0
P00030,32.783,334.8,1.634,38.494,1.599,2.0,0.185,0.764,0,343272,55000,42000.0,regular,0
P00031,6.028,340.0,1.79,14.869,2.5,0.167,0.006,1.0,0,88300,4000,4000.0,recreational,0
P00032,4.239,279.4,1.385,15.546,1.0,0.5,0.101,0.444,0,59662,18000,8000.0,recreational,0
P00033,5.094,276.9,1.448,16.211,1.691,0.5,0.183,1.0,0,47947,12000,12000.0,recreational,0
P00034,5.561,219.2,1.334,15.177,0.4,0.167,0.035,0.75,0,48676,4000,3000.0,recreational,0
P00035,1.361,1649.5,1.405,13.924,1.0,0.167,0.2,2.0,0,98600,20000,40000.0,recreational,0
P00036,2.683,200.4,1.276,16.475,1.0,0.333,0.116,0.727,0,24600,11000,8000.0,recreational,0
P00037,4.122,933.4,1.411,15.961,1.0,0.167,0.075,0.442,0,174400,43000,19000.0,recreational,0
P00038,32.044,1779.4,1.607,34.585,1.792,2.333,0.146,1.574,0,1654846,244000,384000.0,regular,0
P00039,3.228,839.0,1.255,14.441,0.429,0.167,0.06,0.0,0,132200,11000,0.0,recreational,0
P00040,23.761,3227.8,1.603,33.495,1.477,1.0,0.088,1.645,0,2048467,155000,255000.0,regular,0
P00041,2.489,928.5,0.92,15.397,2.0,0.333,0.016,0.638,0,112400,47000,30000.0,recreational,0
P00042,112.078,3407.2,1.975,66.897,1.83,0.333,0.307,0.0,0,7983735,39000,0.0,at_risk,1
P00043,437.461,31059.6,2.242,127.988,1.941,2.0,0.396,0.0,0,121527648,409000,0.0,problem,1
P00044,2.333,1834.1,1.546,15.076,1.0,0.333,0.083,0.0,0,196200,42000,0.0,recreational,0
P00045,5.717,807.0,1.146,14.118,0.8,0.5,0.088,0.816,0,235194,49000,40000.0,recreational,0
P00046,1.633,1156.1,1.354,14.797,1.0,0.333,0.0,0.0,0,71800,32000,0.0,recreational,0
P00047,35.583,2600.2,1.531,35.425,1.53,1.5,0.126,1.885,0,2937533,262000,494000.0,regular,0
P00048,2.683,882.1,1.444,13.64,1.0,0.333,0.058,0.0,0,115725,10000,0.0,recreational,0
P00049,4.9,716.2,1.219,14.573,0.323,0.833,0.032,0.418,0,161511,91000,38000.0,recreational,0
P00050,0.622,1075.6,1.368,17.239,1.0,0.167,0.0,0.0,0,26700,9000,0.0,recreational,0
P00051,0.272,632.1,0.733,12.822,1.0,0.167,0.0,0.0,0,12900,12000,0.0,recreational,0
P00052,21.817,2557.1,1.551,40.201,1.332,1.5,0.096,0.781,0,1813639,320000,250000.0,regular,0
P00053,0.467,942.4,1.097,12.833,1.0,0.167,0.0,0.0,0,18100,23000,0.0,recreational,0
P00054,23.644,329.7,1.628,35.459,1.526,2.0,0.16,0.93,0,232734,43000,40000.0,regular,0
P00055,26.561,1780.6,1.617,33.542,1.409,2.0,0.184,1.077,0,1401737,195000,210000.0,regular,0
P00056,1.4,909.6,1.212,14.304,1.176,0.5,0.167,0.0,0,64011,26000,0.0,recreational,0
P00057,3.772,832.6,1.335,14.046,1.704,0.667,0.041,0.536,0,164141,69000,37000.0,recreational,0
P00058,97.844,1212.6,1.979,67.474,1.785,0.167,0.247,0.0,0,2390100,6000,0.0,at_risk,1
P00059,37.139,1616.3,1.623,34.619,1.451,2.167,0.17,1.383,0,1892933,300000,415000.0,regular,0
P00060,21.194,1605.1,1.634,34.943,1.777,0.833,0.169,1.196,0,1041116,102000,122000.0,regular,0
P00061,648.122,22026.4,2.273,126.203,2.055,0.333,0.415,0.0,0,95813017,45000,0.0,problem,1
P00062,3.033,1620.6,1.263,13.473,1.0,0.167,0.026,0.0,0,229600,15000,0.0,recreational,0
P00063,25.706,1216.9,1.531,35.113,1.201,0.833,0.16,1.87,0,1043790,100000,187000.0,regular,0
P00064,22.906,200.8,1.493,32.566,1.581,1.833,0.146,0.5,0,162748,36000,18000.0,regular,0
P00065,4.55,242.1,1.233,15.329,1.05,0.167,0.043,0.667,0,42300,6000,4000.0,recreational,0
P00066,4.239,179.3,1.093,16.559,0.6,0.333,0.101,0.4,0,35200,10000,4000.0,recreational,0
P00067,4.744,172.9,1.168,17.519,1.0,1.0,0.041,0.292,0,40874,24000,7000.0,recreational,0
P00068,1.4,712.3,1.039,17.829,0.909,0.167,0.0,0.0,0,60100,12000,0.0,recreational,0
P00069,4.083,119.1,1.409,17.183,2.0,0.667,0.124,0.0,0,22900,11000,0.0,recreational,0
P00070,24.267,201.1,1.44,36.354,1.3,3.333,0.163,0.233,0,171765,60000,14000.0,regular,0
P00071,57.322,1649.3,1.632,35.658,1.868,2.833,0.092,1.492,0,2899599,333000,497000.0,regular,0
P00072,1.361,160.5,1.549,19.919,1.0,0.167,0.086,0.0,0,11600,3000,0.0,recreational,0
P00073,0.933,2342.2,1.164,18.22,1.0,0.333,0.0,0.0,0,54295,30000,0.0,recreational,0
P00074,1.789,187.4,1.139,13.062,1.333,0.167,0.109,0.0,0,15167,2000,0.0,recreational,0
P00075,3.228,309.6,1.275,15.514,2.0,0.333,0.012,0.737,0,49600,19000,14000.0,recreational,0
P00076,0.428,211.9,1.85,16.311,0.75,0.333,0.0,0.429,0,3400,7000,3000.0,recreational,0
P00077,3.889,864.3,1.342,12.842,1.0,0.5,0.07,0.0,0,160500,41000,0.0,recreational,0
P00078,20.378,2813.9,1.594,39.308,1.366,1.167,0.126,1.949,0,1732030,137000,267000.0,regular,0
P00079,3.422,1496.0,1.378,17.101,1.0,0.333,0.057,1.361,0,249300,72000,98000.0,recreational,0
P00080,0.856,620.8,1.378,14.947,1.0,0.167,0.136,0.0,0,36400,16000,0.0,recreational,0
P00081,165.939,808.3,1.792,69.848,1.726,0.667,0.331,0.0,0,2406430,17000,0.0,at_risk,1
P00082,3.111,180.5,1.353,12.624,1.125,0.167,0.05,0.0,0,27300,6000,0.0,recreational,0
P00083,21.972,2719.1,1.687,36.467,0.877,2.333,0.108,0.911,0,1835420,370000,337000.0,regular,0
P00084,2.761,1233.4,1.312,16.341,0.188,0.5,0.042,1.153,0,148043,118000,136000.0,recreational,0
P00085,2.956,1346.0,1.681,14.67,1.0,0.167,0.039,0.56,0,146308,50000,28000.0,recreational,0
P00086,2.683,826.3,0.985,13.216,0.478,0.333,0.0,0.944,0,110700,54000,51000.0,recreational,0
P00087,2.061,871.9,1.631,15.408,1.0,0.167,0.0,0.592,0,94500,49000,29000.0,recreational,0
P00088,94.733,3888.0,1.961,66.813,1.629,0.167,0.252,0.0,0,6476618,5000,0.0,at_risk,1
P00089,31.072,1165.2,1.589,35.623,1.873,1.167,0.135,1.915,0,1249520,129000,247000.0,regular,0
P00090,3.383,1786.7,0.973,12.825,1.0,0.167,0.126,0.0,0,312500,21000,0.0,recreational,0
P00091,4.472,701.0,1.42,12.235,1.0,0.5,0.061,1.381,0,152800,63000,87000.0,recreational,0
P00092,120.944,928.0,1.826,69.629,1.67,0.333,0.262,0.0,0,1805498,11000,0.0,at_risk,1
P00093,3.15,812.8,1.52,13.143,1.694,0.333,0.062,1.0,0,131200,27000,27000.0,recreational,0
P00094,0.311,1116.0,1.661,11.57,1.0,0.167,0.0,0.0,0,14100,16000,0.0,recreational,0
P00095,88.472,3143.9,1.963,124.604,1.588,2.167,0.408,0.0,0,3372946,88000,0.0,problem,1
P00096,4.278,189.5,1.31,17.15,1.161,0.667,0.109,0.0,0,37527,11000,0.0,recreational,0
P00097,2.956,788.1,1.186,12.133,2.0,0.167,0.0,0.0,0,124100,17000,0.0,recreational,0
P00098,2.489,127.9,1.525,13.054,1.333,0.5,0.125,0.444,0,15756,9000,4000.0,recreational,0
P00099,2.178,884.5,1.137,16.73,0.934,0.5,0.107,0.747,0,79165,75000,56000.0,recreational,0
P00100,26.6,1626.2,1.65,32.532,1.143,2.667,0.205,0.893,0,1358053,224000,200000.0,regular,0
P00101,3.461,904.4,1.427,12.162,1.106,0.5,0.056,0.359,0,130436,64000,23000.0,recreational,0
P00102,143.383,702.6,1.797,71.607,1.682,0.833,0.25,0.0,0,2039374,14000,0.0,at_risk,1
P00103,3.967,1198.3,1.349,14.549,1.013,0.667,0.078,0.629,0,187400,62000,39000.0,recreational,0
P00104,4.239,280.0,1.317,15.146,1.0,0.167,0.009,0.0,0,60600,3000,0.0,recreational,0
P00105,4.783,222.5,1.367,15.57,1.975,0.333,0.0,1.111,0,42819,9000,10000.0,recreational,0
P00106,4.861,624.0,1.307,15.006,1.024,0.5,0.088,0.806,0,170500,67000,54000.0,recreational,0
P00107,0.894,199.6,1.341,11.2,1.0,0.333,0.0,0.0,0,12800,7000,0.0,recreational,0
P00108,4.161,751.5,1.535,14.171,1.0,0.167,0.0,1.133,0,160300,15000,17000.0,recreational,0
P00109,3.694,893.1,1.294,16.35,1.455,0.5,0.042,0.556,0,169000,81000,45000.0,recreational,0
P00110,82.911,4097.0,1.969,68.339,2.224,0.333,0.261,0.0,1,6279489,60000,0.0,at_risk,1
P00111,5.094,1002.1,1.071,15.138,1.032,0.667,0.046,0.636,0,235477,55000,35000.0,recreational,0
P00112,6.222,876.3,1.034,16.235,1.0,0.667,0.088,0.692,0,280623,39000,27000.0,recreational,0
P00113,4.511,887.9,1.208,14.283,0.792,0.167,0.017,0.0,0,212500,26000,0.0,recreational,0
P00114,4.239,261.2,1.388,14.744,1.0,0.5,0.055,0.75,0,39800,20000,15000.0,recreational,0
P00115,5.561,953.2,1.21,15.699,0.412,0.5,0.056,0.264,0,252700,53000,14000.0,recreational,0
P00116,113.944,3550.9,2.008,69.933,1.935,0.333,0.265,0.0,0,8145170,45000,0.0,at_risk,1
P00117,4.122,189.0,1.249,14.661,2.25,0.333,0.094,0.444,0,39000,9000,4000.0,recreational,0
P00118,2.256,634.1,1.015,16.761,1.084,0.167,0.086,0.0,0,94400,18000,0.0,recreational,0
P00119,3.111,207.4,1.404,14.548,1.167,0.167,0.038,0.4,0,27700,5000,2000.0,recreational,0
P00120,2.139,1911.8,1.101,17.368,0.667,0.167,0.0,0.752,0,172200,125000,94000.0,recreational,0
P00121,4.083,876.3,1.256,15.062,1.0,0.5,0.01,1.093,0,175189,75000,82000.0,recreational,0
P00122,1.867,978.7,1.193,14.966,1.0,0.167,0.0,3.0,0,91000,13000,39000.0,recreational,0
P00123,5.794,826.0,1.366,13.893,1.0,0.5,0.101,2.29,0,222100,31000,71000.0,recreational,0
P00124,3.617,933.7,1.116,17.022,1.308,0.333,0.0,0.0,0,161656,17000,0.0,recreational,0
P00125,22.361,320.5,1.562,33.786,1.336,1.0,0.096,2.364,0,226135,22000,52000.0,regular,0
P00126,1.633,1219.2,1.402,17.894,1.0,0.167,0.0,0.792,0,106900,77000,61000.0,recreational,0
P00127,3.811,182.4,1.228,16.9,1.0,0.333,0.041,0.0,0,33000,4000,0.0,recreational,0
P00128,1.167,592.7,1.641,17.13,1.0,0.167,0.067,0.688,0,41400,16000,11000.0,recreational,0
P00129,4.278,135.3,1.144,13.508,1.25,0.333,0.064,0.25,0,26362,8000,2000.0,recreational,0
P00130,0.856,718.0,1.099,14.0,1.0,0.167,0.136,0.818,0,32700,22000,18000.0,recreational,0
P00131,0.972,1641.3,1.201,18.358,1.0,0.167,0.0,1.293,0,94900,82000,106000.0,recreational,0
P00132,0.661,207.6,1.383,13.458,1.0,0.167,0.0,0.0,0,8400,3000,0.0,recreational,0
P00133,6.533,825.4,1.224,14.499,0.74,0.667,0.018,1.02,0,295900,101000,103000.0,recreational,0
P00134,2.722,1125.8,1.468,16.39,1.0,0.167,0.029,0.0,0,121300,27000,0.0,recreational,0
P00135,22.206,1699.2,1.519,35.323,1.253,1.5,0.135,0.743,0,1125789,144000,107000.0,regular,0
P00136,234.928,668.3,1.743,127.253,1.497,43.333,0.443,0.0,0,3074298,731000,0.0,problem,1
P00137,174.767,3572.4,1.903,70.615,1.867,0.833,0.206,0.0,0,12349455,127000,0.0,at_risk,1
P00138,4.978,1935.5,1.243,15.759,1.0,0.333,0.102,1.333,0,451090,66000,88000.0,recreational,0
P00139,16.839,290.5,1.617,34.703,1.627,0.833,0.104,1.842,0,170825,19000,35000.0,regular,0
P00140,4.044,610.1,1.443,14.112,1.0,0.333,0.106,1.05,0,132100,20000,21000.0,recreational,0
P00141,1.75,210.4,1.581,16.521,1.0,0.167,0.0,0.0,0,15300,3000,0.0,recreational,0
P00142,174.611,6853.0,1.846,68.42,1.645,1.333,0.236,0.0,0,12929165,148000,0.0,at_risk,1
P00143,25.472,1314.6,1.67,34.804,1.749,2.333,0.166,1.084,0,1015466,190000,206000.0,regular,0
P00144,1.672,219.5,1.424,15.756,1.75,0.667,0.186,0.364,0,10300,11000,4000.0,recreational,0
P00145,101.422,3843.0,2.109,64.865,1.773,0.167,0.326,0.0,0,7480932,16000,0.0,at_risk,1
P00146,4.861,114.4,1.348,14.644,3.0,0.5,0.008,0.0,0,27895,8000,0.0,recreational,0
P00147,3.033,1492.2,1.697,13.104,1.0,0.167,0.026,3.429,0,186400,14000,48000.0,recreational,0
P00148,1.206,949.7,1.784,15.324,1.0,0.167,0.129,0.0,0,60500,12000,0.0,recreational,0
P00149,0.233,303.3,1.0,12.904,1.0,0.167,0.0,0.0,0,2400,4000,0.0,recreational,0
P00150,567.894,16453.2,2.381,129.481,1.977,0.667,0.447,0.0,0,77761033,79000,0.0,problem,1
P00151,0.428,197.3,3.167,13.884,1.0,0.167,0.091,0.0,0,3400,2000,0.0,recreational,0
P00152,4.783,1321.6,1.227,14.705,0.667,0.167,0.033,1.143,0,275800,28000,32000.0,recreational,0
P00153,24.617,3465.1,1.59,35.855,1.694,1.167,0.098,1.074,0,2606943,188000,202000.0,regular,0
P00154,70.622,361.8,1.609,75.533,1.613,6.333,0.282,0.0,0,626544,116000,0.0,at_risk,1
P00155,105.894,3147.1,1.941,67.424,1.646,1.667,0.22,0.0,0,7244216,129000,0.0,at_risk,1
P00156,157.85,738.4,1.852,72.271,1.543,0.333,0.254,0.0,0,2273900,12000,0.0,at_risk,1
P00157,114.8,4464.8,2.024,68.285,1.927,0.167,0.296,0.0,0,8381980,45000,0.0,at_risk,1
P00158,3.15,1913.1,1.477,13.429,1.0,0.167,0.0,1.337,0,271300,92000,123000.0,recreational,0
P00159,5.678,921.9,1.503,15.964,1.0,0.667,0.034,1.418,0,259400,67000,95000.0,recreational,0
P00160,158.55,3636.6,2.032,73.651,1.871,2.167,0.267,0.0,0,11223678,309000,0.0,at_risk,1
P00161,1.4,852.3,1.165,14.723,0.619,0.667,0.0,0.408,0,68700,71000,29000.0,recreational,0
P00162,0.389,598.2,1.143,16.41,1.385,0.167,0.0,0.0,0,15300,13000,0.0,recreational,0
P00163,3.5,1151.7,1.298,19.316,0.8,0.167,0.0,0.5,0,164100,28000,14000.0,recreational,0
P00164,2.372,953.3,1.314,18.285,1.0,0.167,0.082,0.0,0,107500,15000,0.0,recreational,0
P00165,1.517,316.5,1.611,17.552,0.667,0.5,0.0,0.417,0,20800,24000,10000.0,recreational,0
P00166,119.544,1694.9,1.944,69.125,1.784,0.333,0.256,0.0,0,2917088,5000,0.0,at_risk,1
P00167,4.394,1049.0,1.347,14.692,1.002,0.833,0.0,0.89,0,214403,100000,89000.0,recreational,0
P00168,1.556,210.2,1.426,12.694,1.0,0.167,0.1,0.0,0,19500,4000,0.0,recreational,0
P00169,2.489,637.2,1.483,15.025,1.0,0.5,0.109,0.886,0,81600,44000,39000.0,recreational,0
P00170,13.728,500.9,1.84,37.366,1.813,0.5,0.113,1.714,0,233800,21000,36000.0,regular,0
P00171,2.722,990.8,1.347,19.008,1.0,0.333,0.1,0.667,0,128300,24000,16000.0,recreational,0
P00172,1.944,141.2,1.23,14.871,0.542,0.333,0.14,0.0,0,15400,4000,0.0,recreational,0
P00173,4.55,989.0,1.356,13.833,0.95,0.5,0.06,0.792,0,192900,77000,61000.0,recreational,0
P00174,5.25,1307.1,1.339,14.78,1.0,0.5,0.044,1.189,0,251800,53000,63000.0,recreational,0
P00175,3.772,181.6,1.24,14.689,0.203,0.5,0.0,0.0,0,34183,9000,0.0,recreational,0
P00176,6.183,1307.5,1.416,14.254,1.601,0.333,0.0,0.723,0,431300,112000,81000.0,recreational,0
P00177,0.467,794.4,1.04,11.541,1.0,0.167,0.0,0.0,0,27900,35000,0.0,recreational,0
P00178,31.772,1628.2,1.495,37.102,1.299,1.667,0.146,1.706,0,1657951,197000,336000.0,regular,0
P00179,3.306,211.0,1.638,15.689,0.333,0.167,0.071,3.5,0,31400,2000,7000.0,recreational,0
P00180,2.956,1478.5,1.234,16.823,1.0,0.333,0.132,1.659,0,210100,44000,73000.0,recreational,0
P00181,26.911,1592.1,1.59,33.915,1.555,1.833,0.152,1.572,0,1386406,215000,338000.0,regular,0
P00182,12.678,1988.7,1.611,36.03,1.499,0.833,0.067,1.52,0,697335,98000,149000.0,regular,0
P00183,4.083,1089.3,1.156,15.01,0.777,0.333,0.048,0.769,0,192600,52000,40000.0,recreational,0
P00184,34.767,1722.0,1.541,35.243,1.206,2.0,0.209,1.325,0,1836959,240000,318000.0,regular,0
P00185,1.244,1106.9,1.595,16.918,1.0,0.167,0.188,2.111,0,62600,9000,19000.0,recreational,0
P00186,2.994,829.2,1.106,18.821,1.0,0.167,0.0,0.0,0,124900,10000,0.0,recreational,0
P00187,7.156,182.3,1.228,15.007,1.0,0.5,0.005,1.0,0,63072,16000,16000.0,recreational,0
P00188,3.694,181.1,1.351,14.542,1.153,0.5,0.011,0.5,0,33742,14000,7000.0,recreational,0
P00189,0.233,147.2,1.0,18.066,1.0,0.167,0.0,0.0,0,2300,7000,0.0,recreational,0
P00190,20.067,346.8,1.733,34.263,1.562,1.667,0.099,0.865,0,208585,37000,32000.0,regular,0
P00191,4.511,1039.6,1.354,18.013,0.778,0.333,0.06,0.0,0,203300,34000,0.0,recreational,0
P00192,44.256,245.1,1.479,35.512,1.41,6.333,0.116,0.162,0,320836,111000,18000.0,regular,0
P00193,35.194,2795.9,1.487,33.436,1.589,2.167,0.099,1.221,0,3087380,587000,717000.0,regular,0
P00194,4.083,179.5,1.198,15.748,0.222,0.5,0.038,0.0,0,34400,9000,0.0,recreational,0
P00195,0.7,806.5,1.389,12.319,1.0,0.167,0.0,0.0,0,30400,19000,0.0,recreational,0
P00196,0.817,305.9,0.94,16.922,1.0,0.167,0.19,0.0,0,7500,3000,0.0,recreational,0
P00197,0.544,164.6,1.429,10.962,1.0,0.167,0.0,0.0,0,5100,2000,0.0,recreational,0
P00198,0.428,1301.0,1.992,12.126,1.0,0.167,0.0,0.0,0,25700,28000,0.0,recreational,0
P00199,5.367,263.5,1.389,18.109,0.633,0.5,0.029,0.692,0,74700,13000,9000.0,recreational,0
P00200,5.483,125.4,1.474,15.946,2.0,0.833,0.05,0.0,0,33200,12000,0.0,recreational,0
P00201,15.439,223.3,1.567,37.401,1.861,1.833,0.108,0.32,0,112498,25000,8000.0,regular,0
P00202,2.878,184.9,1.563,14.137,0.214,0.333,0.054,0.444,0,24000,9000,4000.0,recreational,0
P00203,2.139,120.6,1.512,17.035,2.0,0.167,0.0,0.0,0,11500,2000,0.0,recreational,0
P00204,28.972,208.5,1.456,36.469,1.333,4.5,0.149,0.075,0,201781,67000,5000.0,regular,0
P00205,1.906,711.5,1.093,17.448,1.0,0.5,0.0,0.909,0,85800,55000,50000.0,recreational,0
P00206,2.644,180.8,1.192,12.527,0.5,0.167,0.029,1.125,0,23600,8000,9000.0,recreational,0
P00207,5.794,889.7,1.463,13.928,1.482,0.333,0.101,0.796,0,247200,49000,39000.0,recreational,0
P00208,164.306,3508.1,2.101,70.47,1.884,0.5,0.236,0.0,0,11491711,64000,0.0,at_risk,1
P00209,5.056,871.6,1.548,13.524,1.0,0.333,0.023,2.077,0,212400,26000,54000.0,recreational,0
P00210,5.289,1193.0,1.307,14.254,5.0,0.667,0.162,1.095,0,195928,74000,81000.0,recreational,0
P00211,90.533,3823.9,2.074,71.127,1.808,1.167,0.26,0.0,0,6550194,94000,0.0,at_risk,1
P00212,2.256,1212.7,1.262,12.615,1.933,0.167,0.086,1.1,0,106200,20000,22000.0,recreational,0
P00213,7.544,1013.7,1.289,15.92,1.0,1.167,0.015,0.565,0,343800,92000,52000.0,recreational,0
P00214,3.539,171.4,1.421,15.883,0.4,0.333,0.022,0.0,0,28800,4000,0.0,recreational,0
P00215,0.583,3228.1,0.955,13.658,1.0,0.167,0.0,0.0,0,69500,31000,0.0,recreational,0
P00216,1.517,1750.1,0.886,15.168,1.0,0.167,0.0,2.538,0,94600,13000,33000.0,recreational,0
P00217,2.839,972.0,1.304,14.885,2.067,0.167,0.082,0.0,0,109000,10000,0.0,recreational,0
P00218,3.733,818.7,1.458,16.441,1.0,0.333,0.167,1.5,0,169700,34000,51000.0,recreational,0
P00219,3.033,213.5,1.242,15.643,1.0,0.333,0.026,1.25,0,39300,8000,10000.0,recreational,0
P00220,25.122,1551.9,1.66,34.177,1.47,2.167,0.132,0.76,0,1280053,225000,171000.0,regular,0
P00221,27.028,2224.7,1.747,34.804,1.594,1.5,0.173,1.507,0,1830094,211000,318000.0,regular,0
P00222,2.217,1828.3,1.27,16.126,0.8,0.167,0.0,0.0,0,185600,50000,0.0,recreational,0
P00223,17.85,317.1,1.56,34.981,1.336,1.167,0.131,1.158,0,189808,19000,22000.0,regular,0
P00224,4.083,787.9,1.318,14.676,1.0,0.167,0.038,0.818,0,159100,44000,36000.0,recreational,0
P00225,2.372,870.9,1.683,13.757,1.0,0.167,0.033,0.0,0,112600,9000,0.0,recreational,0
P00226,3.733,221.6,1.482,16.302,1.4,0.167,0.073,0.75,0,36300,4000,3000.0,recreational,0
P00227,24.189,1574.1,1.59,35.016,1.518,1.667,0.183,1.243,0,1208456,189000,235000.0,regular,0
P00228,1.244,324.5,1.502,13.731,1.0,0.167,0.125,0.0,0,20100,6000,0.0,recreational,0
P00229,1.983,218.3,1.095,14.729,1.0,0.167,0.059,0.0,0,17221,3000,0.0,recreational,0
P00230,0.544,675.0,1.206,11.26,1.0,0.167,0.0,0.0,0,16500,7000,0.0,recreational,0
P00231,1.05,576.4,1.427,14.424,1.0,0.167,0.185,0.0,0,40700,22000,0.0,recreational,0
P00232,5.6,950.5,1.477,16.044,1.121,0.5,0.035,0.464,0,200500,28000,13000.0,recreational,0
P00233,2.994,1086.0,1.329,14.01,2.929,0.167,0.039,0.0,0,134900,17000,0.0,recreational,0
P00234,29.089,312.0,1.533,37.191,1.485,1.0,0.114,1.8,0,289509,20000,36000.0,regular,0
P00235,18.511,335.5,1.734,34.788,1.552,1.5,0.103,1.2,0,188482,30000,36000.0,regular,0
P00236,2.956,253.0,1.147,12.817,1.0,0.167,0.026,0.0,0,42700,3000,0.0,recreational,0
P00237,0.117,173.2,1.0,8.722,1.0,0.167,0.0,0.0,0,2700,12000,0.0,recreational,0
P00238,22.283,1455.0,1.484,34.035,1.453,1.0,0.075,2.213,0,1132473,94000,208000.0,regular,0
P00239,154.544,1571.4,2.006,67.762,1.897,0.667,0.321,0.0,0,3733364,20000,0.0,at_risk,1
P00240,1.283,1210.6,1.024,14.445,1.0,0.167,0.121,0.388,0,92400,98000,38000.0,recreational,0
P00241,2.372,1923.3,1.186,17.461,1.0,0.333,0.049,1.8,0,185905,30000,54000.0,recreational,0
P00242,12.094,423.1,1.366,36.425,1.312,0.833,0.042,1.0,0,133548,24000,24000.0,regular,0
P00243,3.189,2223.9,1.314,14.811,0.962,0.333,0.073,0.0,0,304400,100000,0.0,recreational,0
P00244,0.972,820.2,1.519,17.07,0.871,0.167,0.0,0.0,0,39700,14000,0.0,recreational,0
P00245,3.306,939.7,1.129,16.112,1.0,0.333,0.024,2.593,0,138402,27000,70000.0,recreational,0
P00246,1.439,281.1,1.122,19.845,1.0,0.167,0.243,0.545,0,20900,11000,6000.0,recreational,0
P00247,6.261,808.6,1.163,16.505,1.307,0.333,0.068,1.571,0,268700,28000,44000.0,recreational,0
P00248,0.661,298.0,1.55,17.417,1.0,0.167,0.176,0.0,0,9500,3000,0.0,recreational,0
P00249,5.833,1023.4,1.323,14.279,1.0,0.833,0.027,1.084,0,260045,95000,103000.0,recreational,0
P00250,24.656,1708.5,1.677,32.909,1.437,1.667,0.197,0.803,0,1294418,132000,106000.0,regular,0
