player_id,timestamp,type,amount_amd,game_type,outcome,session_id
P00010,2025-06-25 17:31:36,bet,5400,casino_live,loss,P00010_S167
P00010,2025-06-26 09:50:00,deposit,18000,,,P00010_S169
P00010,2025-06-28 23:32:14,bet,400,casino_live,loss,P00010_S170
P00011,2025-01-01 03:13:19,bet,1700,casino_live,loss,P00011_S2
P00011,2025-01-01 10:14:59,bet,800,casino_live,loss,P00011_S3
P00011,2025-01-01 15:41:05,bet,1300,casino_live,loss,P00011_S4
P00011,2025-01-01 16:11:12,bet,2100,casino_live,loss,P00011_S4
P00011,2025-01-04 05:12:56,bet,4000,casino_live,win,P00011_S8
P00011,2025-01-05 10:06:08,bet,1300,casino_live,loss,P00011_S9
P00011,2025-01-05 10:19:06,bet,3400,casino_live,win,P00011_S9
P00011,2025-01-06 23:18:00,bet,2600,casino_live,loss,P00011_S10
P00011,2025-01-12 05:22:15,bet,4200,casino_live,win,P00011_S17
P00011,2025-01-15 00:12:54,bet,3300,casino_live,loss,P00011_S19
P00011,2025-01-15 04:18:16,bet,300,casino_live,win,P00011_S22
P00011,2025-01-17 04:51:23,bet,14500,casino_live,loss,P00011_S26
P00011,2025-01-19 13:28:51,bet,7000,casino_live,loss,P00011_S30
P00011,2025-01-22 00:14:55,bet,600,casino_live,loss,P00011_S33
P00011,2025-01-23 13:49:26,bet,1200,casino_live,win,P00011_S37
P00011,2025-01-23 15:40:05,bet,2700,casino_live,win,P00011_S38
P00011,2025-01-27 21:36:40,bet,4400,casino_live,loss,P00011_S42
P00011,2025-01-29 21:06:37,bet,7600,casino_live,win,P00011_S43
P00011,2025-02-02 08:27:50,bet,20700,casino_live,loss,P00011_S47
P00011,2025-02-02 08:33:18,bet,43500,casino_live,win,P00011_S47
P00011,2025-02-06 21:36:22,bet,300,casino_live,win,P00011_S53
P00011,2025-02-07 11:10:00,bet,3700,casino_live,win,P00011_S54
P00011,2025-02-07 11:21:34,bet,4500,casino_live,loss,P00011_S54
P00011,2025-02-08 00:58:01,bet,3300,casino_live,win,P00011_S55
P00011,2025-02-08 13:46:45,bet,5200,casino_live,loss,P00011_S57
P00011,2025-02-08 14:18:25,bet,3700,casino_live,win,P00011_S57
P00011,2025-02-11 05:34:03,bet,200,casino_live,loss,P00011_S59
P00011,2025-02-11 05:48:07,bet,1700,casino_live,win,P00011_S59
P00011,2025-02-11 06:02:11,bet,3000,casino_live,win,P00011_S59
P00011,2025-02-12 20:05:51,bet,4400,casino_live,win,P00011_S63
P00011,2025-02-14 14:51:28,bet,13700,casino_live,loss,P00011_S66
P00011,2025-02-14 23:09:37,bet,2300,casino_live,loss,P00011_S67
P00011,2025-02-15 00:27:36,bet,1900,casino_live,win,P00011_S67
P00011,2025-02-15 04:16:38,bet,3500,casino_live,win,P00011_S69
P00011,2025-02-19 22:18:13,bet,2200,casino_live,loss,P00011_S73
P00011,2025-02-19 22:38:46,bet,6300,casino_live,win,P00011_S73
P00011,2025-02-20 14:26:40,bet,1600,casino_live,win,P00011_S74
P00011,2025-02-21 12:22:09,bet,5000,casino_live,win,P00011_S75
P00011,2025-02-21 15:56:49,bet,1100,casino_live,win,P00011_S78
P00011,2025-02-21 16:15:49,bet,2100,casino_live,loss,P00011_S78
P00011,2025-02-26 11:01:58,bet,3100,casino_live,win,P00011_S86
P00011,2025-02-26 18:48:00,bet,3500,casino_live,loss,P00011_S85
P00011,2025-02-27 16:30:08,bet,1300,casino_live,win,P00011_S87
P00011,2025-02-28 20:51:08,bet,2300,casino_live,win,P00011_S88
P00011,2025-03-01 09:05:20,bet,5600,casino_live,loss,P00011_S90
P00011,2025-03-01 09:13:27,bet,1300,casino_live,win,P00011_S90
P00011,2025-03-02 15:12:31,bet,2200,casino_live,loss,P00011_S95
P00011,2025-03-04 05:00:23,bet,900,casino_live,win,P00011_S99
P00011,2025-03-05 10:29:57,bet,300,casino_live,win,P00011_S102
P00011,2025-03-11 12:21:39,bet,19500,casino_live,win,P00011_S109
P00011,2025-03-11 14:34:33,bet,2600,casino_live,loss,P00011_S110
P00011,2025-03-15 05:04:00,bet,700,casino_live,win,P00011_S114
P00011,2025-03-18 05:24:31,bet,900,casino_live,win,P00011_S116
P00011,2025-03-20 15:12:02,bet,4700,casino_live,loss,P00011_S117
P00011,2025-03-21 17:10:13,bet,18700,casino_live,win,P00011_S119
P00011,2025-03-21 22:35:48,bet,5900,casino_live,win,P00011_S118
P00011,2025-03-23 02:42:37,bet,4600,casino_live,loss,P00011_S121
P00011,2025-03-23 02:55:13,bet,1500,casino_live,win,P00011_S121
P00011,2025-03-23 10:47:38,bet,1300,casino_live,loss,P00011_S120
P00011,2025-03-28 13:25:38,bet,700,casino_live,loss,P00011_S129
P00011,2025-03-28 13:59:00,bet,5500,casino_live,loss,P00011_S125
P00011,2025-03-31 22:04:29,bet,3900,casino_live,loss,P00011_S132
P00011,2025-04-01 18:06:09,bet,9500,casino_live,loss,P00011_S135
P00011,2025-04-01 18:31:08,bet,2000,casino_live,win,P00011_S135
P00011,2025-04-03 21:02:56,bet,6700,casino_live,win,P00011_S136
P00011,2025-04-03 21:41:07,bet,1500,casino_live,win,P00011_S136
P00011,2025-04-07 16:58:16,bet,3900,casino_live,win,P00011_S143
P00011,2025-04-07 17:35:53,bet,1300,casino_live,loss,P00011_S141
P00011,2025-04-07 18:10:52,bet,2600,casino_live,loss,P00011_S141
P00011,2025-04-08 03:56:56,bet,2000,casino_live,win,P00011_S145
P00011,2025-04-08 08:38:55,bet,1400,casino_live,win,P00011_S146
P00011,2025-04-09 12:13:37,bet,1200,casino_live,win,P00011_S147
P00011,2025-04-09 13:27:00,bet,1300,casino_live,loss,P00011_S148
P00011,2025-04-11 05:29:04,bet,17200,casino_live,loss,P00011_S149
P00011,2025-04-14 23:04:47,bet,700,casino_live,win,P00011_S153
P00011,2025-04-15 13:07:21,bet,3400,casino_live,win,P00011_S154
P00011,2025-04-16 19:15:36,bet,1700,casino_live,win,P00011_S156
P00011,2025-04-16 19:25:20,bet,3000,casino_live,win,P00011_S156
P00011,2025-04-16 19:49:40,bet,5600,casino_live,win,P00011_S156
P00011,2025-04-22 10:28:12,bet,8100,casino_live,loss,P00011_S165
P00011,2025-04-22 10:44:15,bet,1500,casino_live,loss,P00011_S165
P00011,2025-04-22 21:40:02,bet,9600,casino_live,loss,P00011_S166
P00011,2025-04-28 22:47:42,bet,1300,casino_live,win,P00011_S173
P00011,2025-04-28 23:05:18,bet,12200,casino_live,loss,P00011_S173
P00011,2025-05-04 17:35:46,bet,14800,casino_live,win,P00011_S177
P00011,2025-05-04 18:28:04,bet,3900,casino_live,win,P00011_S177
P00011,2025-05-05 08:26:25,bet,800,casino_live,win,P00011_S178
P00011,2025-05-05 09:00:23,bet,2000,casino_live,loss,P00011_S178
P00011,2025-05-06 20:39:46,bet,1600,casino_live,loss,P00011_S180
P00011,2025-05-08 12:04:21,bet,1000,casino_live,win,P00011_S183
P00011,2025-05-08 12:47:53,bet,3400,casino_live,loss,P00011_S183
P00011,2025-05-09 15:43:28,bet,6400,casino_live,loss,P00011_S184
P00011,2025-05-11 02:15:37,bet,1700,casino_live,win,P00011_S188
P00011,2025-05-11 02:20:51,bet,3100,casino_live,win,P00011_S188
P00011,2025-05-12 14:13:19,bet,2100,casino_live,loss,P00011_S190
P00011,2025-05-12 19:29:29,bet,800,casino_live,win,P00011_S191
P00011,2025-05-12 19:32:11,bet,2400,casino_live,win,P00011_S191
P00011,2025-05-12 20:18:03,bet,2300,casino_live,loss,P00011_S191
P00011,2025-05-14 02:28:41,bet,1100,casino_live,loss,P00011_S194
P00011,2025-05-14 05:10:24,bet,5800,casino_live,win,P00011_S192
P00011,2025-05-14 16:31:47,bet,9700,casino_live,win,P00011_S193
P00011,2025-05-15 08:50:57,bet,3800,casino_live,loss,P00011_S197
P00011,2025-05-15 12:58:16,bet,1900,casino_live,loss,P00011_S200
P00011,2025-05-15 19:40:38,bet,2200,casino_live,loss,P00011_S198
P00011,2025-05-15 23:53:04,bet,2100,casino_live,win,P00011_S199
P00011,2025-05-16 00:00:50,bet,1200,casino_live,loss,P00011_S199
P00011,2025-05-19 05:13:38,bet,2300,casino_live,loss,P00011_S202
P00011,2025-05-20 16:16:39,bet,900,casino_live,loss,P00011_S204
P00011,2025-05-21 22:52:58,bet,11500,casino_live,loss,P00011_S206
P00011,2025-05-22 11:55:29,bet,19100,casino_live,win,P00011_S208
P00011,2025-05-22 12:31:27,bet,3300,casino_live,win,P00011_S208
P00011,2025-05-22 22:44:10,bet,3100,casino_live,win,P00011_S207
P00011,2025-05-24 06:23:16,bet,15700,casino_live,win,P00011_S214
P00011,2025-05-24 15:28:53,bet,900,casino_live,win,P00011_S215
P00011,2025-05-24 15:50:18,bet,2600,casino_live,win,P00011_S215
P00011,2025-05-27 03:10:32,bet,6200,casino_live,win,P00011_S220
P00011,2025-05-31 21:55:58,bet,1300,casino_live,win,P00011_S223
P00011,2025-05-31 21:59:56,bet,2300,casino_live,win,P00011_S223
P00011,2025-05-31 22:21:44,bet,1800,casino_live,loss,P00011_S223
P00011,2025-05-31 22:41:32,bet,2300,casino_live,win,P00011_S223
P00011,2025-06-01 06:14:46,bet,9900,casino_live,loss,P00011_S225
P00011,2025-06-01 13:49:00,bet,1800,casino_live,win,P00011_S224
P00011,2025-06-01 14:16:26,bet,2300,casino_live,win,P00011_S224
P00011,2025-06-02 03:30:38,bet,4700,casino_live,loss,P00011_S226
P00011,2025-06-04 09:39:38,bet,1400,casino_live,win,P00011_S228
P00011,2025-06-05 15:10:34,bet,6900,casino_live,win,P00011_S231
P00011,2025-06-08 22:36:57,bet,800,casino_live,loss,P00011_S235
P00011,2025-06-13 04:34:54,bet,1600,casino_live,win,P00011_S239
P00011,2025-06-14 12:16:37,bet,1600,casino_live,win,P00011_S240
P00011,2025-06-21 00:06:15,bet,9400,casino_live,win,P00011_S245
P00011,2025-06-21 11:10:15,bet,2600,casino_live,win,P00011_S246
P00011,2025-06-29 11:04:39,bet,4400,casino_live,loss,P00011_S251
P00011,2025-06-29 16:24:24,bet,3200,casino_live,win,P00011_S252
P00011,2025-06-29 16:27:51,bet,6800,casino_live,loss,P00011_S252
P00011,2025-06-29 22:22:34,bet,3500,casino_live,loss,P00011_S253
P00012,2025-05-25 14:42:00,withdrawal,26000,,,P00012_S28
P00013,2025-01-04 22:43:43,bet,5900,sports_football,loss,P00013_S3
P00013,2025-01-04 23:22:28,bet,900,sports_football,win,P00013_S3
P00013,2025-01-05 19:44:46,bet,2700,sports_football,loss,P00013_S4
P00013,2025-01-05 20:44:00,bet,26100,sports_football,loss,P00013_S4
P00013,2025-01-07 01:18:11,bet,2200,sports_football,win,P00013_S5
P00013,2025-01-07 17:45:24,bet,100,sports_football,win,P00013_S6
P00013,2025-01-07 17:53:42,bet,500,sports_football,loss,P00013_S6
P00013,2025-01-09 21:03:30,bet,5000,sports_football,loss,P00013_S10
P00013,2025-01-11 03:28:07,bet,1200,sports_football,loss,P00013_S15
P00013,2025-01-12 16:56:00,bet,1900,sports_football,loss,P00013_S16
P00013,2025-01-13 01:06:00,bet,10100,sports_football,loss,P00013_S17
P00013,2025-01-18 01:54:24,bet,1300,sports_football,loss,P00013_S20
P00013,2025-01-18 03:37:22,bet,2800,sports_football,win,P00013_S23
P00013,2025-01-18 08:53:26,bet,1100,sports_football,loss,P00013_S22
P00013,2025-01-18 14:24:12,bet,700,sports_football,loss,P00013_S21
P00013,2025-01-20 00:59:27,bet,2000,sports_football,loss,P00013_S26
P00013,2025-01-20 04:12:54,bet,2200,sports_football,win,P00013_S25
P00013,2025-01-21 20:58:24,bet,1900,sports_football,win,P00013_S27
P00013,2025-01-24 01:56:28,bet,1500,sports_football,loss,P00013_S31
P00013,2025-01-24 05:51:33,bet,1700,sports_football,win,P00013_S32
P00013,2025-01-24 16:42:00,bet,500,sports_football,win,P00013_S29
P00013,2025-01-24 19:45:00,bet,100,sports_football,win,P00013_S30
P00013,2025-01-24 20:50:57,bet,7400,sports_football,loss,P00013_S30
P00013,2025-01-25 02:06:40,bet,900,sports_football,win,P00013_S33
P00013,2025-01-25 02:14:13,bet,1500,sports_football,loss,P00013_S33
P00013,2025-01-25 20:56:31,bet,300,sports_football,loss,P00013_S34
P00013,2025-01-25 22:42:35,bet,700,sports_football,win,P00013_S34
P00013,2025-01-25 22:51:25,bet,800,sports_football,win,P00013_S34
P00013,2025-01-27 03:50:11,bet,1700,sports_football,win,P00013_S37
P00013,2025-01-27 04:32:51,bet,1600,sports_football,win,P00013_S37
P00013,2025-01-28 01:37:33,bet,6900,sports_football,loss,P00013_S39
P00013,2025-01-28 02:37:19,bet,15900,sports_football,win,P00013_S41
P00013,2025-01-28 02:46:14,bet,15700,sports_football,loss,P00013_S39
P00013,2025-01-30 01:35:30,bet,1600,sports_football,win,P00013_S42
P00013,2025-01-31 04:48:24,bet,2700,sports_football,loss,P00013_S45
P00013,2025-02-01 15:18:14,bet,2800,sports_football,loss,P00013_S49
P00013,2025-02-01 20:28:09,bet,5000,sports_football,win,P00013_S48
P00013,2025-02-01 20:46:18,bet,4300,sports_football,win,P00013_S48
P00013,2025-02-01 20:52:20,bet,600,sports_football,win,P00013_S48
P00013,2025-02-02 01:49:18,bet,100,sports_football,loss,P00013_S46
P00013,2025-02-07 05:12:27,bet,1700,sports_football,loss,P00013_S52
P00013,2025-02-09 02:48:56,bet,8600,sports_football,loss,P00013_S54
P00013,2025-02-09 11:15:16,bet,6600,sports_football,loss,P00013_S55
P00013,2025-02-10 00:31:36,bet,7700,sports_football,win,P00013_S56
P00013,2025-02-10 05:08:22,bet,3900,sports_football,win,P00013_S57
P00013,2025-02-10 06:26:58,bet,5000,sports_football,win,P00013_S57
P00013,2025-02-12 15:57:54,bet,200,sports_football,loss,P00013_S60
P00013,2025-02-12 16:39:18,bet,83100,sports_football,loss,P00013_S60
P00013,2025-02-12 17:34:32,bet,400,sports_football,win,P00013_S60
P00013,2025-02-12 18:02:08,bet,2227,sports_football,loss,P00013_S60
P00013,2025-02-12 18:09:02,bet,223,sports_football,loss,P00013_S60
P00013,2025-02-13 11:26:04,bet,1300,sports_football,win,P00013_S63
P00013,2025-02-15 13:41:40,bet,700,sports_football,loss,P00013_S66
P00013,2025-02-16 05:49:34,bet,800,sports_football,win,P00013_S68
P00013,2025-02-18 20:04:00,bet,2300,sports_football,loss,P00013_S70
P00013,2025-02-20 13:41:42,bet,1200,sports_football,win,P00013_S71
P00013,2025-02-20 14:49:04,bet,27942,sports_football,win,P00013_S71
P00013,2025-02-20 15:06:39,bet,2200,sports_football,loss,P00013_S71
P00013,2025-02-21 20:15:28,bet,800,sports_football,win,P00013_S75
P00013,2025-02-21 22:13:11,bet,2300,sports_football,win,P00013_S74
P00013,2025-02-25 05:09:00,deposit,13000,,,P00013_S82
P00013,2025-02-25 05:45:47,bet,2000,sports_football,loss,P00013_S82
P00013,2025-02-25 06:02:38,bet,700,sports_football,win,P00013_S82
P00013,2025-02-26 11:03:01,bet,2600,sports_football,win,P00013_S84
P00013,2025-02-27 13:14:43,bet,2100,sports_football,loss,P00013_S85
P00013,2025-02-27 14:49:07,bet,200,sports_football,loss,P00013_S85
P00013,2025-03-01 04:05:25,bet,6200,sports_football,loss,P00013_S88
P00013,2025-03-01 04:15:46,bet,2500,sports_football,win,P00013_S88
P00013,2025-03-01 04:30:03,bet,1000,sports_football,loss,P00013_S87
P00013,2025-03-02 00:33:44,bet,4300,sports_football,loss,P00013_S89
P00013,2025-03-02 01:04:59,bet,1800,sports_football,loss,P00013_S90
P00013,2025-03-02 01:23:51,bet,6500,sports_football,win,P00013_S90
P00013,2025-03-02 02:48:42,bet,3700,sports_football,win,P00013_S90
P00013,2025-03-05 19:10:00,bet,2600,sports_football,loss,P00013_S91
P00013,2025-03-05 19:53:43,bet,200,sports_football,win,P00013_S91
P00013,2025-03-07 03:03:11,bet,1600,sports_football,loss,P00013_S95
P00013,2025-03-07 03:09:29,bet,900,sports_football,win,P00013_S95
P00013,2025-03-07 03:13:41,bet,700,sports_football,win,P00013_S95
P00013,2025-03-07 04:06:09,bet,2100,sports_football,loss,P00013_S95
P00013,2025-03-09 00:48:59,bet,800,sports_football,loss,P00013_S99
P00013,2025-03-09 00:54:14,bet,7800,sports_football,win,P00013_S99
P00013,2025-03-09 03:26:29,bet,400,sports_football,loss,P00013_S98
P00013,2025-03-09 04:02:09,bet,7800,sports_football,loss,P00013_S98
P00013,2025-03-09 11:49:31,bet,2100,sports_football,win,P00013_S100
P00013,2025-03-09 12:19:59,bet,600,sports_football,win,P00013_S100
P00013,2025-03-09 12:46:06,bet,1000,sports_football,loss,P00013_S100
P00013,2025-03-09 17:26:13,bet,400,sports_football,win,P00013_S97
P00013,2025-03-11 02:46:04,bet,500,sports_football,loss,P00013_S102
P00013,2025-03-12 11:43:00,bet,2200,sports_football,loss,P00013_S103
P00013,2025-03-12 12:13:58,bet,3900,sports_football,loss,P00013_S103
P00013,2025-03-13 01:58:44,bet,5800,sports_football,loss,P00013_S106
P00013,2025-03-13 14:40:49,bet,300,sports_football,loss,P00013_S107
P00013,2025-03-13 15:32:23,bet,30600,sports_football,win,P00013_S107
P00013,2025-03-13 21:50:24,bet,3700,sports_football,win,P00013_S108
P00013,2025-03-13 22:04:49,bet,8000,sports_football,loss,P00013_S108
P00013,2025-03-13 22:24:56,bet,1100,sports_football,loss,P00013_S109
P00013,2025-03-13 23:22:42,bet,400,sports_football,loss,P00013_S109
P00013,2025-03-13 23:34:55,bet,6000,sports_football,win,P00013_S108
P00013,2025-03-14 20:34:23,bet,400,sports_football,loss,P00013_S110
P00013,2025-03-16 13:49:31,bet,900,sports_football,win,P00013_S111
P00013,2025-03-16 14:05:52,bet,4600,sports_football,loss,P00013_S111
P00013,2025-03-17 04:18:16,bet,10200,sports_football,loss,P00013_S113
P00013,2025-03-17 04:42:24,bet,1300,sports_football,loss,P00013_S113
P00013,2025-03-17 09:54:58,bet,15300,sports_football,loss,P00013_S112
P00013,2025-03-17 13:05:37,bet,500,sports_football,loss,P00013_S115
P00013,2025-03-18 11:31:33,bet,500,sports_football,loss,P00013_S116
P00013,2025-03-19 00:40:32,bet,1300,sports_football,win,P00013_S120
P00013,2025-03-19 01:23:55,bet,3000,sports_football,win,P00013_S120
P00013,2025-03-19 01:33:23,bet,7300,sports_football,win,P00013_S121
P00013,2025-03-19 02:03:13,bet,500,sports_football,win,P00013_S121
P00013,2025-03-19 14:45:27,bet,1100,sports_football,loss,P00013_S118
P00013,2025-03-19 15:17:39,bet,33900,sports_football,win,P00013_S118
P00013,2025-03-19 15:30:49,bet,4100,sports_football,win,P00013_S118
P00013,2025-03-19 15:42:31,bet,300,sports_football,loss,P00013_S118
P00013,2025-03-21 01:42:35,bet,3400,sports_football,loss,P00013_S123
P00013,2025-03-22 05:09:04,bet,1100,sports_football,loss,P00013_S125
P00013,2025-03-27 01:37:07,bet,1700,sports_football,win,P00013_S130
P00013,2025-03-29 00:58:52,bet,7600,sports_football,loss,P00013_S133
P00013,2025-03-29 01:18:13,bet,8300,sports_football,loss,P00013_S133
P00013,2025-03-29 05:14:26,bet,7300,sports_football,win,P00013_S132
P00013,2025-03-29 05:41:19,bet,1100,sports_football,loss,P00013_S132
P00013,2025-03-30 06:42:39,bet,3100,sports_football,win,P00013_S134
P00013,2025-04-01 15:23:46,bet,2700,sports_football,win,P00013_S136
P00013,2025-04-01 16:26:05,bet,2300,sports_football,loss,P00013_S136
P00013,2025-04-01 16:32:19,bet,2100,sports_football,loss,P00013_S136
P00013,2025-04-03 21:14:57,bet,1000,sports_football,win,P00013_S137
P00013,2025-04-03 21:44:51,bet,1300,sports_football,loss,P00013_S137
P00013,2025-04-03 22:24:44,bet,2300,sports_football,win,P00013_S137
P00013,2025-04-05 08:45:09,bet,800,sports_football,loss,P00013_S138
P00013,2025-04-05 09:17:52,bet,300,sports_football,win,P00013_S138
P00013,2025-04-06 23:43:44,bet,900,sports_football,win,P00013_S141
P00013,2025-04-06 23:49:20,bet,2500,sports_football,win,P00013_S141
P00013,2025-04-07 03:47:33,bet,600,sports_football,loss,P00013_S143
P00013,2025-04-08 01:12:15,bet,500,sports_football,win,P00013_S145
P00013,2025-04-10 03:22:44,bet,900,sports_football,win,P00013_S146
P00013,2025-04-10 05:00:00,bet,2600,sports_football,win,P00013_S148
P00013,2025-04-10 05:47:29,bet,900,sports_football,loss,P00013_S148
P00013,2025-04-10 08:45:35,bet,400,sports_football,loss,P00013_S147
P00013,2025-04-11 01:38:00,bet,1500,sports_football,win,P00013_S149
P00013,2025-04-11 03:44:00,bet,3800,sports_football,win,P00013_S149
P00013,2025-04-13 04:16:26,bet,3600,sports_football,win,P00013_S152
P00013,2025-04-13 04:33:48,bet,300,sports_football,loss,P00013_S152
P00013,2025-04-13 04:41:02,bet,10000,sports_football,win,P00013_S152
P00013,2025-04-13 04:42:29,bet,4400,sports_football,loss,P00013_S152
P00013,2025-04-13 06:36:33,bet,6800,sports_football,loss,P00013_S153
P00013,2025-04-15 05:04:02,bet,800,sports_football,win,P00013_S156
P00013,2025-04-15 05:54:54,bet,131900,sports_football,win,P00013_S156
P00013,2025-04-15 10:01:17,bet,28600,sports_football,loss,P00013_S154
P00013,2025-04-15 10:28:54,bet,2000,sports_football,win,P00013_S154
P00013,2025-04-15 14:02:27,bet,2500,sports_football,loss,P00013_S155
P00013,2025-04-15 14:20:06,bet,6000,sports_football,loss,P00013_S155
P00013,2025-04-17 13:45:00,bet,2300,sports_football,win,P00013_S160
P00013,2025-04-17 14:14:32,bet,5500,sports_football,loss,P00013_S160
P00013,2025-04-18 14:11:54,bet,200,sports_football,loss,P00013_S161
P00013,2025-04-19 03:44:38,bet,400,sports_football,loss,P00013_S163
P00013,2025-04-19 04:07:59,bet,200,sports_football,loss,P00013_S162
P00013,2025-04-19 04:18:11,bet,1300,sports_football,win,P00013_S163
P00013,2025-04-19 05:22:39,bet,400,sports_football,win,P00013_S162
P00013,2025-04-19 05:55:19,bet,3300,sports_football,win,P00013_S162
P00013,2025-04-20 02:16:28,bet,3600,sports_football,loss,P00013_S165
P00013,2025-04-20 04:48:45,bet,1200,sports_football,win,P00013_S165
P00013,2025-04-20 07:20:49,bet,800,sports_football,loss,P00013_S164
P00013,2025-04-20 07:45:46,bet,1300,sports_football,win,P00013_S164
P00013,2025-04-21 02:34:08,bet,700,sports_football,win,P00013_S168
