player_id,age,gender,region,monthly_income_amd,preferred_game,account_created,risk_level,risk_label
P00070,53,M,Yerevan,224187,keno_lottery,2022-10-07,regular,0
P00071,33,M,Lori_region,157333,sports_football,2024-08-12,regular,0
P00072,35,M,Yerevan,482472,casino_slots,2023-02-23,recreational,0
P00073,27,M,Yerevan,111688,sports_football,2024-04-23,recreational,0
P00074,35,M,Ararat_region,102300,casino_slots,2024-02-17,recreational,0
P00075,49,F,Ararat_region,163935,crash_aviator,2022-01-26,recreational,0
P00076,52,M,Yerevan,122569,keno_lottery,2023-09-17,recreational,0
P00077,44,M,Yerevan,180575,sports_basketball,2022-08-17,recreational,0
P00078,38,M,Yerevan,307363,casino_live,2024-03-15,regular,0
P00079,35,F,Gyumri,202408,casino_live,2022-02-01,recreational,0
P00080,45,M,Kapan,169188,sports_football,2024-02-11,recreational,0
P00081,32,M,Yerevan,214095,casino_slots,2024-05-23,at_risk,1
P00082,42,M,Yerevan,248305,casino_slots,2023-12-24,recreational,0
P00083,38,M,Yerevan,261851,casino_live,2024-06-01,regular,0
P00084,39,M,Gyumri,140492,table_games,2023-03-06,recreational,0
P00085,49,M,Yerevan,377267,sports_football,2024-07-02,recreational,0
P00086,26,M,Yerevan,169406,sports_football,2024-04-25,recreational,0
P00087,39,M,Other,310738,sports_football,2022-11-16,recreational,0
P00088,55,M,Yerevan,826103,sports_football,2024-10-18,at_risk,1
P00089,34,M,Yerevan,606311,sports_other,2023-08-21,regular,0
P00090,38,M,Yerevan,254305,poker,2022-11-26,recreational,0
P00091,37,M,Yerevan,179943,sports_other,2023-08-16,recreational,0
P00092,33,M,Ararat_region,334656,casino_slots,2024-11-09,at_risk,1
P00093,25,M,Yerevan,159317,sports_basketball,2024-06-17,recreational,0
P00094,27,M,Yerevan,60917,sports_football,2022-02-03,recreational,0
P00095,42,M,Yerevan,802058,crash_aviator,2022-09-02,problem,1
P00096,64,M,Yerevan,203403,casino_slots,2023-11-25,recreational,0
P00097,28,F,Yerevan,271977,sports_basketball,2022-05-17,recreational,0
P00098,30,F,Yerevan,169772,keno_lottery,2024-11-25,recreational,0
P00099,40,M,Yerevan,250979,sports_other,2024-10-13,recreational,0
P00100,39,M,Yerevan,122521,sports_football,2022-05-05,regular,0
P00101,43,M,Other,100316,sports_other,2022-12-15,recreational,0
P00102,40,M,Yerevan,61842,casino_slots,2023-03-05,at_risk,1
P00103,31,M,Kapan,168306,sports_basketball,2023-12-02,recreational,0
P00104,40,F,Yerevan,122327,crash_aviator,2022-07-16,recreational,0
P00105,41,F,Yerevan,114579,casino_slots,2023-02-24,recreational,0
P00106,52,M,Other,212785,sports_other,2023-08-27,recreational,0
P00107,35,M,Yerevan,145504,crash_aviator,2023-10-24,recreational,0
P00108,36,M,Vanadzor,87919,sports_other,2023-11-21,recreational,0
P00109,53,M,Yerevan,642483,sports_basketball,2023-03-31,recreational,0
P00110,29,M,Yerevan,341049,sports_football,2023-01-05,at_risk,1
P00111,47,F,Yerevan,104729,sports_basketball,2022-07-29,recreational,0
P00112,32,F,Yerevan,128771,sports_basketball,2023-09-27,recreational,0
P00113,41,M,Yerevan,165073,sports_football,2024-03-07,recreational,0
P00114,38,M,Yerevan,164899,casino_slots,2023-04-20,recreational,0
P00115,28,M,Yerevan,345171,sports_football,2023-03-22,recreational,0
P00116,32,F,Yerevan,331071,sports_football,2024-02-11,at_risk,1
P00117,37,M,Ararat_region,455120,casino_slots,2024-09-15,recreational,0
P00118,28,M,Yerevan,145002,sports_football,2023-12-14,recreational,0
P00119,30,M,Kapan,222778,casino_slots,2024-09-18,recreational,0
P00120,41,M,Yerevan,300049,casino_live,2024-09-06,recreational,0
P00121,36,M,Yerevan,327187,sports_football,2022-02-08,recreational,0
P00122,35,M,Yerevan,346850,sports_football,2022-08-23,recreational,0
P00123,37,M,Armavir_region,157111,sports_other,2024-10-26,recreational,0
P00124,34,F,Yerevan,179507,sports_football,2023-11-27,recreational,0
P00125,35,M,Armavir_region,63253,casino_slots,2024-03-06,regular,0
P00126,36,M,Yerevan,163196,casino_live,2022-01-29,recreational,0
P00127,30,M,Yerevan,310624,casino_slots,2023-08-24,recreational,0
P00128,52,M,Gyumri,281850,sports_other,2024-03-01,recreational,0
P00129,57,M,Other,172382,keno_lottery,2023-01-26,recreational,0
P00130,25,M,Yerevan,420955,sports_football,2023-07-16,recreational,0
P00131,39,M,Lori_region,148555,poker,2024-05-17,recreational,0
P00132,50,F,Yerevan,125824,crash_aviator,2024-01-12,recreational,0
P00133,39,M,Kapan,142434,sports_basketball,2024-07-20,recreational,0
P00134,46,M,Yerevan,102691,sports_football,2022-11-24,recreational,0
P00135,36,M,Yerevan,406761,sports_football,2022-02-03,regular,0
P00136,27,M,Yerevan,544511,keno_lottery,2022-07-26,problem,1
P00137,24,M,Vanadzor,536421,sports_football,2023-10-30,at_risk,1
P00138,40,F,Yerevan,146316,poker,2023-07-03,recreational,0
P00139,34,F,Yerevan,270412,casino_slots,2024-09-29,regular,0
P00140,38,F,Yerevan,60567,sports_other,2023-11-08,recreational,0
P00141,40,M,Gyumri,217255,casino_slots,2024-10-29,recreational,0
P00142,29,M,Yerevan,375074,sports_football,2022-10-01,at_risk,1
P00143,35,F,Yerevan,144673,sports_other,2022-04-09,regular,0
P00144,45,M,Yerevan,170823,keno_lottery,2024-05-13,recreational,0
P00145,51,M,Yerevan,292200,sports_football,2022-12-16,at_risk,1
P00146,37,F,Yerevan,434899,keno_lottery,2023-03-05,recreational,0
P00147,48,M,Yerevan,105889,table_games,2023-09-14,recreational,0
P00148,31,M,Vanadzor,212442,sports_football,2022-10-13,recreational,0
P00149,27,F,Yerevan,104331,casino_slots,2022-12-10,recreational,0
P00150,24,M,Yerevan,254212,sports_football,2024-02-20,problem,1
P00151,41,M,Yerevan,206720,casino_slots,2022-08-05,recreational,0
P00152,31,M,Yerevan,161948,table_games,2023-01-04,recreational,0
P00153,34,F,Yerevan,278995,poker,2024-01-05,regular,0
P00154,29,M,Vanadzor,441792,keno_lottery,2022-10-11,at_risk,1
P00155,27,M,Yerevan,247733,sports_football,2023-01-20,at_risk,1
P00156,29,M,Yerevan,649911,casino_slots,2024-07-30,at_risk,1
P00157,46,M,Other,282618,sports_football,2024-06-08,at_risk,1
P00158,32,M,Yerevan,171431,poker,2023-12-24,recreational,0
P00159,43,M,Yerevan,215640,sports_football,2024-10-16,recreational,0
P00160,25,M,Yerevan,410277,sports_football,2023-09-27,at_risk,1
P00161,35,M,Yerevan,248408,sports_football,2023-07-30,recreational,0
P00162,32,M,Gyumri,210912,sports_football,2022-08-29,recreational,0
P00163,23,M,Gyumri,227573,sports_football,2024-06-03,recreational,0
P00164,31,M,Yerevan,152974,sports_football,2023-04-08,recreational,0
P00165,27,F,Yerevan,105485,crash_aviator,2022-12-26,recreational,0
P00166,41,M,Yerevan,128842,crash_aviator,2023-08-12,at_risk,1
P00167,47,M,Yerevan,78070,sports_football,2022-04-11,recreational,0
P00168,58,M,Yerevan,434554,crash_aviator,2023-12-29,recreational,0
P00169,30,M,Yerevan,59535,sports_other,2023-09-25,recreational,0
P00170,26,M,Yerevan,573079,crash_aviator,2024-11-28,regular,0
P00171,47,M,Vanadzor,119405,sports_basketball,2023-09-22,recreational,0
P00172,32,M,Gyumri,325765,casino_slots,2024-11-11,recreational,0
P00173,35,M,Yerevan,59841,sports_basketball,2022-01-20,recreational,0
P00174,49,F,Yerevan,160038,sports_football,2024-03-21,recreational,0
P00175,46,M,Yerevan,372400,casino_slots,2022-07-22,recreational,0
P00176,34,M,Yerevan,257125,casino_live,2024-07-31,recreational,0
P00177,46,M,Yerevan,152067,casino_live,2024-02-14,recreational,0
P00178,26,M,Yerevan,87270,sports_basketball,2024-07-28,regular,0
P00179,26,M,Armavir_region,92918,casino_slots,2023-11-06,recreational,0
P00180,30,M,Yerevan,360514,casino_live,2023-03-02,recreational,0
P00181,43,M,Yerevan,227203,sports_football,2023-09-12,regular,0
P00182,45,M,Yerevan,268190,sports_football,2023-02-27,regular,0
P00183,34,M,Yerevan,207416,sports_basketball,2022-07-28,recreational,0
P00184,23,M,Yerevan,128135,sports_football,2024-10-16,regular,0
P00185,47,M,Yerevan,220655,sports_basketball,2023-09-08,recreational,0
P00186,37,F,Armavir_region,145933,sports_football,2023-03-11,recreational,0
P00187,35,F,Vanadzor,208473,casino_slots,2023-05-25,recreational,0
P00188,24,M,Armavir_region,134819,casino_slots,2024-06-30,recreational,0
P00189,28,M,Yerevan,81974,crash_aviator,2024-04-26,recreational,0
P00190,52,M,Yerevan,216668,casino_slots,2023-10-28,regular,0
P00191,43,F,Yerevan,247979,sports_basketball,2023-01-09,recreational,0
P00192,56,F,Yerevan,354683,keno_lottery,2022-01-13,regular,0
P00193,35,F,Yerevan,285245,casino_live,2023-11-06,regular,0
P00194,40,M,Vanadzor,282033,casino_slots,2023-05-27,recreational,0
P00195,46,M,Yerevan,162578,sports_football,2024-01-11,recreational,0
P00196,48,F,Yerevan,185137,casino_slots,2024-10-27,recreational,0
P00197,44,M,Yerevan,141610,casino_slots,2023-10-05,recreational,0
P00198,37,M,Yerevan,290402,casino_live,2023-11-28,recreational,0
P00199,50,M,Yerevan,208246,crash_aviator,2024-06-25,recreational,0
P00200,44,M,Yerevan,136248,keno_lottery,2022-12-19,recreational,0
P00201,29,M,Yerevan,114591,keno_lottery,2024-03-02,regular,0
P00202,23,M,Yerevan,312760,casino_slots,2024-04-07,recreational,0
P00203,50,F,Lori_region,124080,keno_lottery,2023-10-15,recreational,0
P00204,33,F,Yerevan,292372,keno_lottery,2022-02-09,regular,0
P00205,37,F,Yerevan,583624,sports_football,2023-01-25,recreational,0
P00206,33,M,Yerevan,268731,casino_slots,2023-09-07,recreational,0
P00207,33,M,Gyumri,402837,sports_football,2022-07-12,recreational,0
P00208,42,M,Yerevan,240146,sports_football,2024-11-10,at_risk,1
P00209,37,F,Yerevan,307491,sports_football,2023-12-10,recreational,0
P00210,31,M,Yerevan,182416,sports_other,2023-05-07,recreational,0
P00211,47,F,Yerevan,452209,sports_football,2023-07-01,at_risk,1
P00212,32,M,Yerevan,494416,sports_football,2022-12-13,recreational,0
P00213,40,M,Yerevan,156590,sports_football,2022-11-16,recreational,0
P00214,49,F,Yerevan,181741,casino_slots,2023-08-05,recreational,0
P00215,60,M,Vanadzor,114589,poker,2022-03-18,recreational,0
P00216,30,F,Yerevan,280673,table_games,2022-03-20,recreational,0
P00217,37,M,Yerevan,135998,sports_other,2023-07-15,recreational,0
P00218,29,M,Yerevan,300159,sports_football,2022-04-17,recreational,0
P00219,39,M,Yerevan,78886,crash_aviator,2023-01-20,recreational,0
P00220,31,F,Yerevan,389153,sports_football,2024-07-08,regular,0
P00221,56,M,Yerevan,190295,table_games,2024-07-28,regular,0
P00222,37,M,Yerevan,259360,casino_live,2024-09-08,recreational,0
P00223,46,F,Other,277731,casino_slots,2024-04-21,regular,0
P00224,25,M,Yerevan,137729,sports_football,2024-01-05,recreational,0
P00225,32,F,Armavir_region,148365,sports_football,2024-09-20,recreational,0
P00226,38,F,Armavir_region,117656,casino_slots,2023-02-24,recreational,0
P00227,38,M,Yerevan,462877,sports_basketball,2023-09-22,regular,0
P00228,39,M,Yerevan,106553,crash_aviator,2023-03-03,recreational,0
P00229,34,M,Yerevan,157499,casino_slots,2023-06-16,recreational,0
P00230,28,M,Other,213915,sports_other,2024-02-17,recreational,0
P00231,36,M,Yerevan,403309,sports_football,2023-02-17,recreational,0
P00232,49,F,Yerevan,179165,sports_other,2022-02-24,recreational,0
P00233,38,M,Yerevan,159445,sports_football,2023-12-31,recreational,0
P00234,36,M,Kapan,329960,casino_slots,2024-01-10,regular,0
P00235,31,M,Yerevan,80698,casino_slots,2023-06-02,regular,0
P00236,47,M,Yerevan,98853,crash_aviator,2022-07-30,recreational,0
P00237,43,F,Yerevan,149198,sports_other,2023-05-16,recreational,0
P00238,39,F,Yerevan,182547,sports_football,2022-06-30,regular,0
P00239,37,M,Ararat_region,114131,crash_aviator,2024-09-15,at_risk,1
P00240,24,M,Vanadzor,276399,casino_live,2024-08-20,recreational,0
P00241,33,F,Yerevan,204964,casino_live,2023-09-27,recreational,0
P00242,30,M,Yerevan,304585,casino_slots,2024-03-30,regular,0
P00243,29,M,Vanadzor,127226,poker,2024-11-08,recreational,0
P00244,30,F,Yerevan,187289,sports_football,2024-04-17,recreational,0
P00245,33,F,Yerevan,232800,sports_basketball,2024-02-18,recreational,0
P00246,26,M,Yerevan,157671,crash_aviator,2022-03-29,recreational,0
P00247,25,M,Yerevan,224807,sports_football,2022-08-22,recreational,0
P00248,36,F,Other,120896,crash_aviator,2023-11-25,recreational,0
P00249,27,M,Yerevan,188991,sports_basketball,2022-02-16,recreational,0
P00250,34,M,Yerevan,555733,sports_football,2022-06-26,regular,0
P00251,32,F,Yerevan,333275,sports_football,2024-03-11,recreational,0
P00252,38,M,Yerevan,621007,crash_aviator,2023-07-12,regular,0
P00253,33,M,Ararat_region,332331,crash_aviator,2022-03-27,regular,0
P00254,37,M,Yerevan,182868,sports_football,2023-08-04,recreational,0
P00255,29,M,Yerevan,143820,sports_football,2023-11-03,recreational,0
P00256,28,M,Yerevan,72909,sports_football,2022-04-15,recreational,0
P00257,32,M,Yerevan,136524,sports_football,2022-12-30,at_risk,1
P00258,56,M,Yerevan,165493,casino_live,2023-08-21,recreational,0
P00259,31,F,Yerevan,170513,sports_football,2022-05-21,recreational,0
P00260,35,M,Gyumri,364698,sports_football,2022-10-01,recreational,0
P00261,39,M,Kapan,347358,sports_football,2023-11-28,recreational,0
P00262,27,M,Yerevan,127704,casino_slots,2023-09-08,recreational,0
P00263,33,M,Yerevan,457504,casino_live,2024-10-13,regular,0
P00264,35,F,Yerevan,141801,casino_slots,2024-08-16,recreational,0
P00265,47,M,Yerevan,421728,casino_slots,2022-02-20,regular,0
P00266,37,M,Yerevan,269338,keno_lottery,2024-10-07,recreational,0
P00267,38,F,Ararat_region,334957,sports_other,2022-06-25,recreational,0
P00268,37,M,Other,208347,crash_aviator,2024-04-25,regular,0
P00269,49,M,Yerevan,298900,casino_slots,2023-05-06,recreational,0
P00270,40,F,Vanadzor,91022,sports_football,2022-10-25,regular,0
P00271,50,M,Yerevan,344146,crash_aviator,2022-01-12,recreational,0
P00272,36,M,Yerevan,177763,casino_slots,2023-11-01,recreational,0
P00273,47,F,Yerevan,179665,casino_slots,2022-03-23,recreational,0
P00274,46,F,Yerevan,64990,sports_football,2023-08-07,recreational,0
P00275,47,M,Yerevan,221759,sports_other,2022-05-24,regular,0
P00276,33,F,Other,354496,poker,2024-08-16,recreational,0
P00277,42,M,Yerevan,145417,sports_football,2024-02-21,recreational,0
P00278,37,M,Yerevan,429605,sports_football,2023-02-08,regular,0
P00279,27,F,Yerevan,285866,sports_football,2022-11-11,regular,0
P00280,35,M,Lori_region,529743,sports_other,2022-07-31,regular,0
P00281,39,F,Yerevan,314093,crash_aviator,2023-11-17,regular,0
P00282,29,M,Armavir_region,112962,casino_slots,2023-02-06,recreational,0
P00283,36,M,Ararat_region,185153,keno_lottery,2023-02-10,recreational,0
P00284,51,M,Yerevan,1774635,sports_other,2022-01-19,problem,1
P00285,29,F,Yerevan,230853,sports_basketball,2024-07-31,recreational,0
P00286,46,M,Yerevan,169819,sports_football,2024-11-15,recreational,0
P00287,54,M,Gyumri,1697571,sports_football,2023-03-31,at_risk,1
P00288,29,M,Yerevan,321361,casino_live,2024-11-16,recreational,0
P00289,29,M,Yerevan,619955,sports_football,2024-05-08,at_risk,1
P00290,48,M,Yerevan,210951,sports_football,2023-06-19,recreational,0
P00291,31,M,Yerevan,583547,poker,2024-02-21,at_risk,1
P00292,27,M,Gyumri,263571,casino_slots,2024-02-23,recreational,0
P00293,28,M,Gyumri,75573,sports_football,2023-11-30,regular,0
P00294,52,M,Yerevan,354870,casino_live,2022-12-02,regular,0
P00295,26,M,Yerevan,166094,casino_slots,2023-11-09,recreational,0
P00296,25,F,Yerevan,140200,crash_aviator,2022-08-11,recreational,0
P00297,35,F,Vanadzor,249019,casino_live,2024-06-16,regular,0
P00298,51,M,Yerevan,117782,sports_football,2024-08-15,at_risk,1
P00299,40,M,Vanadzor,98959,sports_football,2024-06-08,at_risk,1
P00300,40,M,Yerevan,335697,sports_football,2022-04-01,recreational,0
P00301,57,F,Yerevan,226793,casino_live,2024-02-11,recreational,0
P00302,30,M,Armavir_region,53863,casino_slots,2024-11-01,recreational,0
P00303,40,M,Yerevan,134931,casino_live,2024-01-02,recreational,0
P00304,28,F,Yerevan,279564,casino_slots,2022-11-30,recreational,0
P00305,36,M,Yerevan,156483,sports_basketball,2023-11-13,recreational,0
P00306,38,M,Yerevan,335445,sports_football,2023-10-20,recreational,0
P00307,39,M,Lori_region,304245,sports_football,2024-09-01,recreational,0
P00308,40,M,Armavir_region,91341,sports_basketball,2022-12-23,recreational,0
P00309,30,M,Gyumri,167552,casino_slots,2024-04-12,recreational,0
P00310,28,F,Yerevan,143870,keno_lottery,2024-08-21,recreational,0
P00311,28,M,Yerevan,121662,sports_football,2022-11-02,regular,0
P00312,55,M,Ararat_region,126462,casino_slots,2022-03-11,at_risk,1
P00313,32,F,Yerevan,120295,sports_football,2023-02-21,recreational,0
P00314,28,F,Lori_region,223472,casino_live,2022-03-10,at_risk,1
P00315,46,M,Yerevan,331865,sports_football,2023-10-01,regular,0
P00316,31,M,Yerevan,303403,casino_slots,2023-05-29,recreational,0
P00317,32,M,Yerevan,232707,sports_football,2023-11-18,recreational,0
P00318,33,M,Yerevan,261947,sports_football,2023-06-09,recreational,0
P00319,38,M,Yerevan,157535,casino_slots,2022-04-27,recreational,0
P00320,45,M,Yerevan,243339,sports_basketball,2023-01-26,recreational,0
P00321,30,F,Yerevan,167130,sports_other,2024-11-04,recreational,0
P00322,51,M,Yerevan,256955,sports_football,2023-03-26,at_risk,1
P00323,41,M,Yerevan,464754,keno_lottery,2023-10-28,recreational,0
P00324,32,M,Yerevan,56133,sports_football,2023-05-04,recreational,0
P00325,48,F,Gyumri,94313,casino_slots,2023-04-18,at_risk,1
P00326,48,M,Yerevan,457521,crash_aviator,2023-03-16,at_risk,1
P00327,42,M,Lori_region,238842,casino_slots,2022-05-25,regular,0
P00328,61,M,Armavir_region,118226,sports_basketball,2022-06-02,regular,0
P00329,48,M,Yerevan,162569,casino_slots,2022-02-02,problem,1
P00330,40,M,Yerevan,113381,sports_football,2023-02-21,recreational,0
P00331,48,F,Gyumri,478278,casino_slots,2024-02-03,regular,0
P00332,49,M,Yerevan,330023,sports_other,2024-05-08,recreational,0
P00333,24,M,Kapan,408601,casino_live,2022-06-12,recreational,0
P00334,24,M,Yerevan,81325,crash_aviator,2022-04-04,recreational,0
P00335,27,M,Yerevan,90867,sports_football,2024-10-24,recreational,0
P00336,46,M,Yerevan,87807,sports_football,2024-04-17,recreational,0
P00337,33,M,Yerevan,342882,sports_basketball,2022-12-10,recreational,0
P00338,26,M,Armavir_region,221754,casino_slots,2024-06-10,recreational,0
P00339,31,M,Yerevan,187365,sports_basketball,2024-10-10,recreational,0
P00340,39,F,Armavir_region,201900,casino_slots,2022-01-06,recreational,0
P00341,43,M,Yerevan,270622,casino_slots,2024-08-22,regular,0
P00342,30,F,Gyumri,102759,keno_lottery,2024-04-19,recreational,0
P00343,41,M,Armavir_region,232652,sports_basketball,2022-01-14,recreational,0
P00344,41,M,Yerevan,164003,sports_football,2024-08-18,recreational,0
P00345,55,M,Yerevan,136264,sports_football,2022-08-04,regular,0
P00346,38,M,Vanadzor,239871,casino_slots,2023-04-14,recreational,0
P00347,65,F,Kapan,145484,sports_football,2023-05-08,recreational,0
P00348,34,M,Yerevan,201683,sports_football,2022-07-06,recreational,0
P00349,32,M,Yerevan,320681,sports_basketball,2024-11-10,at_risk,1
P00350,45,F,Vanadzor,936824,casino_live,2024-09-29,problem,1
P00351,51,M,Yerevan,319542,keno_lottery,2024-05-08,regular,0
P00352,27,M,Yerevan,164773,sports_basketball,2023-06-30,regular,0
P00353,30,M,Yerevan,211444,sports_football,2022-02-12,recreational,0
P00354,39,F,Yerevan,214928,sports_other,2024-09-21,recreational,0
P00355,45,M,Kapan,232438,sports_basketball,2023-09-12,recreational,0
P00356,27,M,Yerevan,302141,table_games,2023-09-03,recreational,0
P00357,38,F,Armavir_region,227408,sports_other,2024-05-07,at_risk,1
P00358,53,M,Yerevan,766164,casino_slots,2023-12-02,problem,1
P00359,39,F,Yerevan,75986,keno_lottery,2024-05-02,recreational,0
P00360,38,F,Yerevan,169519,casino_slots,2024-07-09,recreational,0
P00361,60,M,Yerevan,156903,sports_football,2023-05-27,recreational,0
P00362,43,F,Vanadzor,371251,casino_slots,2022-03-17,recreational,0
P00363,46,M,Yerevan,166466,sports_basketball,2023-09-29,recreational,0
P00364,52,M,Gyumri,243947,sports_other,2023-01-26,recreational,0
P00365,43,M,Yerevan,74595,table_games,2022-12-20,recreational,0
P00366,35,M,Yerevan,150970,sports_football,2022-06-19,recreational,0
P00367,44,M,Yerevan,117893,sports_other,2022-07-08,recreational,0
P00368,40,M,Gyumri,1236569,sports_football,2022-04-13,regular,0
P00369,34,M,Yerevan,128967,sports_football,2022-07-19,recreational,0
P00370,61,M,Yerevan,186717,casino_slots,2022-03-18,recreational,0
P00371,45,M,Yerevan,191760,casino_live,2022-02-08,recreational,0
P00372,46,F,Yerevan,107889,casino_slots,2022-09-28,regular,0
P00373,44,M,Yerevan,138371,sports_basketball,2023-06-26,recreational,0
P00374,26,M,Yerevan,356969,sports_football,2024-01-11,regular,0
P00375,43,M,Other,187883,sports_other,2023-04-04,recreational,0
P00376,33,M,Yerevan,56983,casino_slots,2022-07-04,recreational,0
P00377,30,M,Yerevan,135566,crash_aviator,2022-09-22,recreational,0
P00378,36,M,Yerevan,715161,casino_slots,2023-05-29,at_risk,1
P00379,35,M,Vanadzor,713124,poker,2024-09-12,problem,1
P00380,56,F,Yerevan,581499,crash_aviator,2024-02-17,regular,0
P00381,32,M,Yerevan,175560,sports_basketball,2023-03-29,at_risk,1
P00382,30,M,Vanadzor,341525,casino_slots,2023-10-19,recreational,0
P00383,32,M,Yerevan,272638,casino_live,2023-08-05,regular,0
P00384,47,M,Yerevan,399043,keno_lottery,2024-01-17,recreational,0
P00385,25,M,Yerevan,180298,sports_other,2024-09-12,recreational,0
P00386,44,M,Yerevan,64665,casino_slots,2023-07-25,recreational,0
P00387,39,M,Ararat_region,466073,sports_basketball,2023-08-17,regular,0
P00388,44,M,Gyumri,214580,casino_live,2022-08-23,regular,0
P00389,37,M,Gyumri,223420,keno_lottery,2024-08-05,regular,0
P00390,43,M,Ararat_region,87044,keno_lottery,2023-07-05,recreational,0
P00391,45,F,Vanadzor,741081,sports_football,2022-06-07,regular,0
P00392,31,M,Yerevan,243025,sports_football,2024-02-21,at_risk,1
